CNPJ_CIA;DENOM_CIA;DT_REFER;CD_CVM;ID_DOC;VERSAO;stock.type;stock.class;qtd.issue
10.240.186/0001-00;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;2021-01-01;23671;105984;3;ON;0;0
10.240.186/0001-00;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;2021-01-01;23671;105984;3;PN;0;0
10.285.590/0001-08;NA;2021-01-01;NA;105990;2;ON;0;485560489.288548
10.285.590/0001-08;NA;2021-01-01;NA;105990;2;PN;0;0
10.324.624/0001-18;CONCESS;2021-01-01;22144;105370;1;ON;0;0
10.324.624/0001-18;CONCESS;2021-01-01;22144;105370;1;PN;0;0
10.338.320/0001-00;AFLUENTE TRANSMISS;2021-01-01;22179;105067;3;ON;0;862287
10.338.320/0001-00;AFLUENTE TRANSMISS;2021-01-01;22179;105067;3;PN;0;0
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2021-01-01;21750;105307;1;ON;0;10000
10.488.244/0001-19;INFRASEC SECURITIZADORA S.A.;2021-01-01;21750;105307;1;PN;0;0
10.502.676/0001-37;TERMEL;2021-01-01;23329;105306;1;ON;0;0
10.502.676/0001-37;TERMEL;2021-01-01;23329;105306;1;PN;0;0
10.531.501/0001-58;CONC AUTO RAPOSO TAVARES S.A.;2021-01-01;22268;105872;2;ON;0;8188484620
10.531.501/0001-58;CONC AUTO RAPOSO TAVARES S.A.;2021-01-01;22268;105872;2;PN;0;8188484618
10.571.175/0001-02;NA;2021-01-01;NA;105241;1;ON;0;0
10.571.175/0001-02;NA;2021-01-01;NA;105241;1;PN;0;0
10.608.405/0001-60;BARI SECURITIZADORA S.A.;2021-01-01;21920;104981;7;ON;0;2750000
10.608.405/0001-60;BARIGUI SECURITIZADORA S.A.;2021-01-01;21920;104981;7;ON;0;2750000
10.608.405/0001-60;BARI SECURITIZADORA S.A.;2021-01-01;21920;104981;7;PN;0;0
10.608.405/0001-60;BARIGUI SECURITIZADORA S.A.;2021-01-01;21920;104981;7;PN;0;0
10.629.105/0001-68;PETRO RIO S.A.;2021-01-01;22187;105524;1;ON;0;878332771.613984
10.629.105/0001-68;PETRO RIO S.A.;2021-01-01;22187;105524;1;PN;0;0
10.635.691/0001-53;VIARONDON CONCESSION;2021-01-01;22543;105321;1;ON;0;4.99e+08
10.635.691/0001-53;VIARONDON CONCESSION;2021-01-01;22543;105321;1;PN;0;4.99e+08
10.647.979/0001-48;CONC ROTA DAS BANDEIRAS S.A.;2021-01-01;22071;105868;2;ON;0;0
10.647.979/0001-48;CONC ROTA DAS BANDEIRAS S.A.;2021-01-01;22071;105868;2;PN;0;0
10.670.314/0001-55;VIABAHIA CONCESSION;2021-01-01;22926;105124;1;ON;0;0
10.670.314/0001-55;VIABAHIA CONCESSION;2021-01-01;22926;105124;1;PN;0;0
10.739.356/0001-03;NA;2021-01-01;NA;106048;4;ON;0;193377581.016469
10.739.356/0001-03;NA;2021-01-01;NA;106048;4;PN;0;113750333.333333
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2021-01-01;21741;105761;3;ON;0;0
10.753.164/0001-43;ECO SECURITIZADORA DIREITOS CRED AGRONEG;2021-01-01;21741;105761;3;PN;0;0
10.760.260/0001-19;CVC BRASIL OPERADORA E AG;2021-01-01;23310;105936;2;ON;0;201177257.078525
10.760.260/0001-19;CVC BRASIL OPERADORA E AG;2021-01-01;23310;105936;2;PN;0;0
10.807.374/0001-77;NA;2021-01-01;NA;105848;5;ON;0;117026569.269521
10.807.374/0001-77;NA;2021-01-01;NA;105848;5;PN;0;0
10.835.932/0001-08;CIA ENERGETICA DE PERNAMBUCO - CELPE;2021-01-01;14362;104713;2;ON;0;66700714.2857143
10.835.932/0001-08;CIA ENERGETICA DE PERNAMBUCO - CELPE;2021-01-01;14362;104713;2;PN;0;8310132.82732448
10.841.050/0001-55;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;2021-01-01;22411;105948;2;ON;0;0
10.841.050/0001-55;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;2021-01-01;22411;105948;2;PN;0;0
10.851.805/0001-00;FLEX GEST;2021-01-01;24350;105609;1;ON;0;0
10.851.805/0001-00;FLEX GEST;2021-01-01;24350;105609;1;PN;0;0
11.257.352/0001-43;BSI CAPITAL SECURITIZADORA S.A.;2021-01-01;23132;104970;1;ON;0;0
11.257.352/0001-43;BSI CAPITAL SECURITIZADORA S.A.;2021-01-01;23132;104970;1;PN;0;0
11.274.829/0001-07;COMPANHIA PAULISTA DE SECURITIZA;2021-01-01;22080;105228;1;ON;0;0
11.274.829/0001-07;COMPANHIA PAULISTA DE SECURITIZA;2021-01-01;22080;105228;1;PN;0;0
11.284.204/0001-18;YOU INC INCORPORADORA E PARTICIPA;2021-01-01;23604;105095;1;ON;0;32317596.8399592
11.284.204/0001-18;YOU INC INCORPORADORA E PARTICIPA;2021-01-01;23604;105095;1;PN;0;0
11.421.994/0001-36;NA;2021-01-01;NA;105706;2;ON;0;71500390.1052377
11.421.994/0001-36;NA;2021-01-01;NA;105706;2;PN;0;0
11.669.021/0001-10;ENAUTA PARTICIPA;2021-01-01;22365;105075;1;ON;0;265816642.386403
11.669.021/0001-10;ENAUTA PARTICIPA;2021-01-01;22365;105075;1;PN;0;0
11.716.471/0001-17;TRX SECURITIZADORA S.A.;2021-01-01;22420;105389;1;ON;0;28905
11.716.471/0001-17;TRX SECURITIZADORA S.A.;2021-01-01;22420;105389;1;PN;0;0
11.721.921/0001-60;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;22217;105921;2;ON;0;15232291.9841692
11.721.921/0001-60;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;22217;105921;2;PN;0;0
11.725.176/0001-27;NA;2021-01-01;NA;105544;1;ON;0;528555859.743492
11.725.176/0001-27;NA;2021-01-01;NA;105544;1;PN;0;0
11.992.680/0001-93;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;22497;105390;1;ON;0;283999809.058284
11.992.680/0001-93;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;2021-01-01;22497;105390;1;PN;0;0
12.049.631/0001-84;MOURA DUBEUX ENGENHARIA S/A;2021-01-01;21067;105929;2;ON;0;84884642.3248882
12.049.631/0001-84;MOURA DUBEUX ENGENHARIA S/A;2021-01-01;21067;105929;2;PN;0;0
12.091.809/0001-55;NA;2021-01-01;NA;105960;6;ON;0;132413689.161554
12.091.809/0001-55;NA;2021-01-01;NA;105960;6;PN;0;0
12.108.897/0001-50;NA;2021-01-01;NA;105928;2;ON;0;50602435.9305126
12.108.897/0001-50;NA;2021-01-01;NA;105928;2;PN;0;0
12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2021-01-01;22276;105114;1;ON;0;0
12.130.744/0001-00;TRUE SECURITIZADORA S.A.;2021-01-01;22276;105114;1;PN;0;0
12.139.922/0001-63;OCTANTE SECURITIZADORA S.A.;2021-01-01;22390;105068;1;ON;0;0
12.139.922/0001-63;OCTANTE SECURITIZADORA S.A.;2021-01-01;22390;105068;1;PN;0;0
12.181.987/0001-77;NA;2021-01-01;NA;105138;1;ON;0;207967093.585297
12.181.987/0001-77;NA;2021-01-01;NA;105138;1;PN;0;0
12.261.588/0001-16;POLO CAPITAL SECURITIZADORA S.A;2021-01-01;22160;104740;1;ON;0;0
12.261.588/0001-16;POLO CAPITAL SECURITIZADORA S.A;2021-01-01;22160;104740;1;PN;0;0
12.300.288/0001-07;NA;2021-01-01;NA;106034;2;ON;0;0
12.300.288/0001-07;NA;2021-01-01;NA;106034;2;PN;0;0
12.320.349/0001-90;OURINVEST SECURITIZADORA SA;2021-01-01;22250;104890;1;ON;0;826755
12.320.349/0001-90;OURINVEST SECURITIZADORA SA;2021-01-01;22250;104890;1;PN;0;0
12.420.164/0001-57;NA;2021-01-01;NA;106046;4;ON;0;0
12.420.164/0001-57;NA;2021-01-01;NA;106046;4;PN;0;0
12.489.315/0001-23;FERREIRA GOMES ENERGIA S.A.;2021-01-01;22977;105086;1;ON;0;0
12.489.315/0001-23;FERREIRA GOMES ENERGIA S.A.;2021-01-01;22977;105086;1;PN;0;0
12.528.708/0001-07;NA;2021-01-01;NA;105279;1;ON;0;766213462.400084
12.528.708/0001-07;NA;2021-01-01;NA;105279;1;PN;0;0
12.648.266/0001-24;NA;2021-01-01;NA;105966;2;ON;0;112938909.691914
12.648.266/0001-24;NA;2021-01-01;NA;105966;2;PN;0;0
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;2021-01-01;22675;105550;1;ON;0;760382642.564982
12.648.327/0001-53;HIDROVIAS DO BRASIL S.A.;2021-01-01;22675;105550;1;PN;0;0
12.919.786/0001-24;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;2021-01-01;24066;105185;1;ON;0;0
12.919.786/0001-24;TCP TERMINAL DE CONTEINERES DE PARANAGUA SA;2021-01-01;24066;105185;1;PN;0;0
12.979.898/0001-70;FORTE SECURITIZADORA S.A.;2021-01-01;22489;105467;1;ON;0;3007777
12.979.898/0001-70;FORTE SECURITIZADORA S.A.;2021-01-01;22489;105467;1;PN;0;0
13.009.717/0001-46;BCO ESTADO DE SERGIPE S.A. - BANESE;2021-01-01;1120;105064;1;ON;0;7636918.23899371
13.009.717/0001-46;BCO ESTADO DE SERGIPE S.A. - BANESE;2021-01-01;1120;105064;1;PN;0;7642774.98202732
13.017.462/0001-63;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;18996;106011;2;ON;0;0
13.017.462/0001-63;ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;18996;106011;2;PN;0;0
13.217.485/0001-11;GRUPO SBF S.A.;2021-01-01;24694;105635;1;ON;0;241899574.584129
13.217.485/0001-11;GRUPO SBF S.A.;2021-01-01;24694;105635;1;PN;0;0
13.270.520/0001-66;NA;2021-01-01;NA;104841;3;ON;0;414052040.816327
13.270.520/0001-66;NA;2021-01-01;NA;104841;3;PN;0;0
13.349.677/0001-81;REIT SECURITIZADORA DE RECEB;2021-01-01;22802;105671;1;ON;0;0
13.349.677/0001-81;REIT SECURITIZADORA DE RECEB;2021-01-01;22802;105671;1;PN;0;0
13.444.994/0001-87;MLOG S.A.;2021-01-01;22586;106042;2;ON;0;2900289.91686208
13.444.994/0001-87;MLOG S.A.;2021-01-01;22586;106042;2;PN;0;0
13.457.942/0001-45;NA;2021-01-01;NA;105679;1;ON;0;0
13.457.942/0001-45;NA;2021-01-01;NA;105679;1;PN;0;0
13.483.537/0001-00;BRASIL SECURITIZADORA S/A;2021-01-01;24287;104989;1;ON;0;0
13.483.537/0001-00;BRASIL SECURITIZADORA S/A;2021-01-01;24287;104989;1;PN;0;0
13.574.594/0001-96;BK BRASIL OPERA;2021-01-01;24317;105217;2;ON;0;275355447.193113
13.574.594/0001-96;BK BRASIL OPERA;2021-01-01;24317;105217;2;PN;0;0
13.584.310/0001-42;SUGOI S.A.;2021-01-01;23957;105633;1;ON;0;1e+08
13.584.310/0001-42;SUGOI S.A.;2021-01-01;23957;105633;1;PN;0;0
14.110.585/0001-07;NA;2021-01-01;NA;105213;1;ON;0;126432937.271078
14.110.585/0001-07;NA;2021-01-01;NA;105213;1;PN;0;0
14.127.813/0001-51;NA;2021-01-01;NA;104782;3;ON;0;50224662.8108462
14.127.813/0001-51;NA;2021-01-01;NA;104782;3;PN;0;0
14.308.514/0001-13;PARTICIPA;2021-01-01;1597;105562;1;ON;0;126000.001910538
14.308.514/0001-13;PARTICIPA;2021-01-01;1597;105562;1;PN;0;31387.9997016315
14.333.683/0001-03;FONTAINE VILLE PARTICIPA;2021-01-01;23019;104818;1;ON;0;0
14.333.683/0001-03;FONTAINE VILLE PARTICIPA;2021-01-01;23019;104818;1;PN;0;0
14.388.334/0001-99;PARANA BCO S.A.;2021-01-01;20729;105753;2;ON;0;0
14.388.334/0001-99;PARANA BCO S.A.;2021-01-01;20729;105753;2;PN;0;0
14.776.142/0001-50;NA;2021-01-01;NA;105606;1;ON;0;109835457.436537
14.776.142/0001-50;NA;2021-01-01;NA;105606;1;PN;0;0
14.785.152/0001-51;NA;2021-01-01;NA;105194;1;ON;0;103189327.492035
14.785.152/0001-51;NA;2021-01-01;NA;105194;1;PN;0;0
14.807.945/0001-24;SANSUY S.A. INDUSTRIA DE PLASTICOS;2021-01-01;12696;105420;1;ON;0;7715297.53265602
14.807.945/0001-24;SANSUY S.A. INDUSTRIA DE PLASTICOS;2021-01-01;12696;105420;1;PN;0;7716979.40503433
14.876.090/0001-93;GAIA AGRO SECURITIZADORA S.A.;2021-01-01;22764;104943;2;ON;0;1190148
14.876.090/0001-93;GAIA AGRO SECURITIZADORA S.A.;2021-01-01;22764;104943;2;PN;0;0
14.882.295/0001-81;OCEANA OFFSHORE S.A.;2021-01-01;23620;104150;2;ON;0;130859580
14.882.295/0001-81;OCEANA OFFSHORE S.A.;2021-01-01;23620;104150;2;PN;0;0
14.998.371/0001-19;J. MACEDO S.A.;2021-01-01;21156;104960;1;ON;0;10674856
14.998.371/0001-19;J. MACEDO S.A.;2021-01-01;21156;104960;1;PN;0;8692854
15.073.274/0001-88;PPLA PARTICIPATIONS LTD.;2021-01-01;80152;105478;1;ON;0;0
15.073.274/0001-88;PPLA PARTICIPATIONS LTD.;2021-01-01;80152;105478;1;PN;0;2814666
15.101.405/0001-93;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;2021-01-01;4863;103043;1;ON;0;7814.47124304267
15.101.405/0001-93;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA;2021-01-01;4863;103043;1;PN;0;15338.7533875339
15.115.504/0001-24;TRONOX PIGMENTOS DO BRASIL S.A.;2021-01-01;11398;105219;1;ON;0;29023994.2857143
15.115.504/0001-24;TRONOX PIGMENTOS DO BRASIL S.A.;2021-01-01;11398;105219;1;PN;0;29015921.5384615
15.139.629/0001-94;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2021-01-01;14524;104714;2;ON;0;152284658.385093
15.139.629/0001-94;CIA ELETRICIDADE EST. DA BAHIA - COELBA;2021-01-01;14524;104714;2;PN;0;109072142.857143
15.141.799/0001-03;CIA FERRO LIGAS DA BAHIA - FERBASA;2021-01-01;3069;105534;1;ON;0;29440015.6667944
15.141.799/0001-03;CIA FERRO LIGAS DA BAHIA - FERBASA;2021-01-01;3069;105534;1;PN;0;58880000.1032008
15.144.017/0001-90;CIA SEGUROS ALIANCA DA BAHIA;2021-01-01;3115;105708;2;ON;0;3840000.93264007
15.144.017/0001-90;CIA SEGUROS ALIANCA DA BAHIA;2021-01-01;3115;105708;2;PN;0;3840027.35510344
15.229.110/0001-05;CAPITALE SECURITIZADORA DE CR;2021-01-01;23353;105008;1;ON;0;0
15.229.110/0001-05;CAPITALE SECURITIZADORA DE CR;2021-01-01;23353;105008;1;PN;0;0
15.377.572/0001-61;NASA SECURITIZADORA S.A.;2021-01-01;23906;105239;1;ON;0;0
15.377.572/0001-61;NASA SECURITIZADORA S.A.;2021-01-01;23906;105239;1;PN;0;0
15.413.826/0001-50;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;2021-01-01;5576;106002;2;ON;0;601428.571428571
15.413.826/0001-50;ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.;2021-01-01;5576;106002;2;PN;0;0
15.484.093/0001-44;ECO101 CONCESSION;2021-01-01;23582;105949;3;ON;0;0
15.484.093/0001-44;ECO101 CONCESSION;2021-01-01;23582;105949;3;PN;0;0
15.494.541/0001-90;SALUS INFRAESTRUTURA PORTUARIA SA;2021-01-01;23540;105579;1;ON;0;4200
15.494.541/0001-90;SALUS INFRAESTRUTURA PORTUARIA SA;2021-01-01;23540;105579;1;PN;0;0
15.527.906/0001-36;BIOSEV S.A.;2021-01-01;22845;97977;1;ON;0;1020429460.81075
15.527.906/0001-36;BIOSEV S.A.;2021-03-31;22845;103633;5;ON;0;1020429460.81075
15.527.906/0001-36;BIOSEV S.A.;2021-01-01;22845;97977;1;PN;0;0
15.527.906/0001-36;BIOSEV S.A.;2021-03-31;22845;103633;5;PN;0;0
15.578.569/0001-06;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;2021-01-01;23515;106030;4;ON;0;3033541675
15.578.569/0001-06;CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.;2021-01-01;23515;106030;4;PN;0;0
15.688.041/0001-90;MBK SECURITIZADORA SA;2021-01-01;22861;105259;1;ON;0;180000
15.688.041/0001-90;MBK SECURITIZADORA SA;2021-01-01;22861;105259;1;PN;0;0
16.233.389/0001-55;NA;2021-01-01;NA;105584;1;ON;0;0
16.233.389/0001-55;NA;2021-01-01;NA;105584;1;PN;0;22628786.8852459
16.234.171/0001-15;METANOR SA METANOL DO NE;2021-01-01;8745;105765;2;ON;0;294304933.774834
16.234.171/0001-15;METANOR SA METANOL DO NE;2021-01-01;8745;105765;2;PN;0;294356097.634022
16.404.287/0001-55;SUZANO S.A.;2021-01-01;13986;105059;1;ON;0;1361263584.17958
16.404.287/0001-55;SUZANO S.A.;2021-01-01;13986;105059;1;PN;0;0
16.590.234/0001-76;AREZZO IND;2021-01-01;22349;105253;1;ON;0;99631413.5482114
16.590.234/0001-76;AREZZO IND;2021-01-01;22349;105253;1;PN;0;0
16.614.075/0001-00;DIRECIONAL ENGENHARIA S.A.;2021-01-01;21350;105927;2;ON;0;150000000.994905
16.614.075/0001-00;DIRECIONAL ENGENHARIA S.A.;2021-01-01;21350;105927;2;PN;0;0
16.670.085/0001-55;LOCALIZA RENT A CAR S.A.;2021-01-01;19739;103603;4;ON;0;758466665.929412
16.670.085/0001-55;LOCALIZA RENT A CAR S.A.;2021-01-01;19739;103603;4;PN;0;0
16.676.520/0001-59;NA;2021-01-01;NA;104745;4;ON;0;355055845.749343
16.676.520/0001-59;NA;2021-01-01;NA;104745;4;PN;0;0
16.811.931/0001-00;NA;2021-01-01;NA;105910;2;ON;0;22415713.9382145
16.811.931/0001-00;NA;2021-01-01;NA;105910;2;PN;0;0
16.922.038/0001-51;NA;2021-01-01;NA;105300;1;ON;0;199447999.383453
16.922.038/0001-51;NA;2021-01-01;NA;105300;1;PN;0;0
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021-01-01;2453;106032;3;ON;0;566013320.416072
17.155.730/0001-64;CIA ENERGETICA DE MINAS GERAIS - CEMIG;2021-01-01;2453;106032;3;PN;0;1127291240.38851
17.161.241/0001-15;MINASMAQUINAS S.A.;2021-01-01;8818;103287;1;ON;0;22419.5804195804
17.161.241/0001-15;MINASMAQUINAS S.A.;2021-01-01;8818;103287;1;PN;0;22421.9653179191
17.162.082/0001-73;MENDES JUNIOR ENGENHARIA S.A.;2021-01-01;4782;104557;1;ON;0;10309404.6410696
17.162.082/0001-73;MENDES JUNIOR ENGENHARIA S.A.;2021-01-01;4782;104557;1;PN;0;10309387.1362854
17.167.396/0001-69;ALFA HOLDINGS S.A.;2021-01-01;9954;105233;1;ON;0;46011635.2881968
17.167.396/0001-69;ALFA HOLDINGS S.A.;2021-01-01;9954;105233;1;PN;0;38670637.1296972
17.167.412/0001-13;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2021-01-01;3891;106039;3;ON;0;58736271.1768188
17.167.412/0001-13;FINANCEIRA ALFA S.A.- CRED FINANC E INVS;2021-01-01;3891;106039;3;PN;0;44206287.3772746
17.184.037/0001-10;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;1325;105844;2;ON;0;32575671.3307532
17.184.037/0001-10;BCO MERCANTIL DO BRASIL S.A.;2021-01-01;1325;105844;2;PN;0;19837345.971564
17.193.806/0001-46;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2021-01-01;4707;105232;1;ON;0;40394930.811085
17.193.806/0001-46;CONSORCIO ALFA DE ADMINISTRACAO S.A.;2021-01-01;4707;105232;1;PN;0;33251455.9329623
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOG;2021-01-01;23370;104990;1;ON;0;550871212
17.234.244/0001-31;FTL - FERROVIA TRANSNORDESTINA LOG;2021-01-01;23370;104990;1;PN;0;0
17.245.234/0001-00;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2021-01-01;3077;104910;1;ON;0;5707219.76808393
17.245.234/0001-00;CIA FIACAO TECIDOS CEDRO CACHOEIRA;2021-01-01;3077;104910;1;PN;0;4293023.81223653
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;19445;105978;4;ON;0;380253072.435671
17.281.106/0001-03;CIA SANEAMENTO DE MINAS GERAIS-COPASA MG;2021-01-01;19445;105978;4;PN;0;0
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;23574;105862;2;ON;0;286369529.877129
17.314.329/0001-20;INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.;2021-01-01;23574;105862;2;PN;0;0
17.344.597/0001-94;BB SEGURIDADE PARTICIPA;2021-01-01;23159;106036;2;ON;0;2000028861.55862
17.344.597/0001-94;BB SEGURIDADE PARTICIPA;2021-01-01;23159;106036;2;PN;0;0
18.174.270/0001-84;NA;2021-01-01;NA;105879;7;ON;0;130893273.821075
18.174.270/0001-84;NA;2021-01-01;NA;105879;7;PN;0;0
18.328.118/0001-09;NA;2021-01-01;NA;105525;1;ON;0;393992474.118347
18.328.118/0001-09;NA;2021-01-01;NA;105525;1;PN;0;0
18.483.666/0001-03;NA;2021-01-01;NA;105972;3;ON;0;0
18.483.666/0001-03;NA;2021-01-01;NA;105972;3;PN;0;0
18.494.485/0001-82;PORTO SUDESTE V.M. S.A.;2021-01-01;23523;105102;1;ON;0;0
18.494.485/0001-82;PORTO SUDESTE V.M. S.A.;2021-01-01;23523;105102;1;PN;0;0
18.572.225/0001-88;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL SA;2021-01-01;23868;105428;1;ON;0;3.8e+08
18.572.225/0001-88;CONCEBRA - CONCESSIONARIA DAS RODOVIAS CENTRAIS DO BRASIL SA;2021-01-01;23868;105428;1;PN;0;0
18.593.815/0001-97;PRINER SERVI;2021-01-01;24236;105839;3;ON;0;38730101.6776818
18.593.815/0001-97;PRINER SERVI;2021-01-01;24236;105839;3;PN;0;0
19.208.022/0001-70;CONCESSION;2021-01-01;23884;105951;2;ON;0;0
19.208.022/0001-70;CONCESSION;2021-01-01;23884;105951;2;PN;0;0
19.276.528/0001-16;BCBF PARTICIPA;2021-01-01;24775;105453;1;ON;0;0
19.276.528/0001-16;BCBF PARTICIPA;2021-01-01;24775;105453;1;PN;0;0
19.296.342/0001-29;MGI - MINAS GERAIS PARTICIPA;2021-01-01;22942;105980;2;ON;0;0
19.296.342/0001-29;MGI - MINAS GERAIS PARTICIPA;2021-01-01;22942;105980;2;PN;0;0
19.378.769/0001-76;INSTITUTO HERMES PARDINI S.A.;2021-01-01;24090;105143;1;ON;0;130978697.293896
19.378.769/0001-76;INSTITUTO HERMES PARDINI S.A.;2021-01-01;24090;105143;1;PN;0;0
19.403.252/0001-90;NA;2021-01-01;NA;104690;2;ON;0;0
19.403.252/0001-90;NA;2021-01-01;NA;104690;2;PN;0;0
19.521.322/0001-04;CONCESSION;2021-01-01;23922;105543;1;ON;0;0
19.521.322/0001-04;CONCESSION;2021-01-01;23922;105543;1;PN;0;0
19.526.748/0001-50;CIA INDUSTRIAL CATAGUASES;2021-01-01;3395;104905;1;ON;0;144198.206275092
19.526.748/0001-50;CIA INDUSTRIAL CATAGUASES;2021-01-01;3395;104905;1;PN;0;1108.99873257288
19.527.586/0001-75;COMPANHIA ENERG;2021-01-01;24155;105339;1;ON;0;0
19.527.586/0001-75;COMPANHIA ENERG;2021-01-01;24155;105339;1;PN;0;0
19.527.639/0001-58;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;3271;105995;2;ON;0;0
19.527.639/0001-58;ENERGISA MINAS GERAIS - DISTRIBUIDORA DE ENERGIA S/A;2021-01-01;3271;105995;2;PN;0;0
19.642.306/0001-70;CONCESSION;2021-01-01;23833;105305;1;ON;0;0
19.642.306/0001-70;CONCESSION;2021-01-01;23833;105305;1;PN;0;0
19.726.048/0001-00;CONCESSION;2021-01-01;23892;105506;1;ON;0;0
19.726.048/0001-00;CONCESSION;2021-01-01;23892;105506;1;PN;0;0
19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;2021-01-01;23477;104807;1;ON;0;0
19.851.496/0001-35;LOGOS COMPANHIA SECURITIZADORA S/A;2021-01-01;23477;104807;1;PN;0;0
19.853.511/0001-84;NOTRE DAME INTERM;2021-01-01;24384;105225;1;ON;0;615241537.390509
19.853.511/0001-84;NOTRE DAME INTERM;2021-01-01;24384;105225;1;PN;0;0
20.247.322/0001-47;NA;2021-01-01;NA;105849;5;ON;0;90981569.3084938
20.247.322/0001-47;NA;2021-01-01;NA;105849;5;PN;0;0
20.258.278/0001-70;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;2021-01-01;23507;102931;1;ON;0;53952946.6941203
20.258.278/0001-70;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.;2021-01-01;23507;102931;1;PN;0;0
20.451.953/0001-83;REAG SECURITIES - SECURITIZADORA DE CR;2021-01-01;23760;103743;1;ON;0;501000
20.451.953/0001-83;REAG SECURITIES - SECURITIZADORA DE CR;2021-01-01;23760;103743;1;PN;0;0
20.646.442/0001-17;GAIA CRED SECURITIZADORA DE CR;2021-01-01;24040;104688;1;ON;0;0
20.646.442/0001-17;GAIA CRED SECURITIZADORA DE CR;2021-01-01;24040;104688;1;PN;0;0
21.240.146/0001-84;NA;2021-01-01;NA;105426;1;ON;0;0
21.240.146/0001-84;NA;2021-01-01;NA;105426;1;PN;0;0
21.255.567/0001-89;CIA TECIDOS SANTANENSE;2021-01-01;4081;104767;1;ON;0;38060197.5850713
21.255.567/0001-89;CIA TECIDOS SANTANENSE;2021-01-01;4081;104767;1;PN;0;73281406.6016504
21.262.638/0001-70;ENCALSO PARTICIPA;2021-01-01;23701;104858;1;ON;0;0
21.262.638/0001-70;ENCALSO PARTICIPA;2021-01-01;23701;104858;1;PN;0;0
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;2021-01-01;23825;106004;2;ON;0;299194056.053812
21.314.559/0001-66;MOVIDA PARTICIPACOES SA;2021-01-01;23825;106004;2;PN;0;0
21.389.501/0001-81;NA;2021-01-01;NA;105400;1;ON;0;0
21.389.501/0001-81;NA;2021-01-01;NA;105400;1;PN;0;0
21.414.457/0001-12;LEADS CIA. SECURITIZADORA;2021-01-01;23558;105214;1;ON;0;0
21.414.457/0001-12;LEADS CIA. SECURITIZADORA;2021-01-01;23558;105214;1;PN;0;0
21.610.416/0001-00;FORTUNATO SECURITIZADORA S/A;2021-01-01;23566;105037;1;ON;0;0
21.610.416/0001-00;FORTUNATO SECURITIZADORA S/A;2021-01-01;23566;105037;1;PN;0;0
21.948.105/0001-47;BTGI QUARTZO PARTICIPA;2021-01-01;23850;105489;1;ON;0;0
21.948.105/0001-47;BTGI QUARTZO PARTICIPA;2021-01-01;23850;105489;1;PN;0;0
21.976.484/0001-89;RUGE SECURITIZADORA DE CR;2021-01-01;24538;104862;1;ON;0;0
21.976.484/0001-89;RUGE SECURITIZADORA DE CR;2021-01-01;24538;104862;1;PN;0;0
21.976.510/0001-79;BTGI SAFIRA PARTICIPA;2021-01-01;23841;105492;1;ON;0;0
21.976.510/0001-79;BTGI SAFIRA PARTICIPA;2021-01-01;23841;105492;1;PN;0;0
