"CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue","DENOM_CIA","CD_CVM","stock.class"
"09.053.134/0001-45",2021-01-01,104729,1,"ON",481266211.847225,NA,NA,0
"09.053.134/0001-45",2021-01-01,104729,1,"PN",0,NA,NA,0
"09.054.385/0001-44",2021-01-01,105069,1,"ON",13919845.6449835,"INBRANDS S.A.",22560,0
"09.054.385/0001-44",2021-01-01,105069,1,"PN",0,"INBRANDS S.A.",22560,0
"09.074.183/0001-64",2021-01-01,105252,1,"ON",428071225,"TRANSBRASILIANA CONCESSIONÃRIA DE RODOVIA S.A",22225,0
"09.074.183/0001-64",2021-01-01,105252,1,"PN",0,"TRANSBRASILIANA CONCESSIONÃRIA DE RODOVIA S.A",22225,0
"09.083.175/0001-84",2021-01-01,105167,1,"ON",126508660.447761,NA,NA,0
"09.083.175/0001-84",2021-01-01,105167,1,"PN",0,NA,NA,0
"09.095.183/0001-40",2021-01-01,105998,2,"ON",0,"ENERGISA PARAÃBA - DISTRIBUIDORA DE ENERGIA S/A",21938,0
"09.095.183/0001-40",2021-01-01,105998,2,"PN",0,"ENERGISA PARAÃBA - DISTRIBUIDORA DE ENERGIA S/A",21938,0
"09.112.685/0001-32",2021-01-01,105651,1,"ON",3148038.01784918,"OSX BRASIL S.A.",21342,0
"09.112.685/0001-32",2021-01-01,105651,1,"PN",0,"OSX BRASIL S.A.",21342,0
"09.114.805/0001-30",2021-01-01,105566,1,"ON",199959555.563779,NA,NA,0
"09.114.805/0001-30",2021-01-01,105566,1,"PN",0,NA,NA,0
"09.116.278/0001-01",2021-01-01,105084,1,"ON",18122506.4499484,"CONPEL CIA NORDESTINA PAPEL",4685,0
"09.116.278/0001-01",2021-01-01,105084,1,"PN",16425532.2580645,"CONPEL CIA NORDESTINA PAPEL",4685,0
"09.146.451/0001-06",2021-01-01,104771,3,"ON",0,NA,NA,0
"09.146.451/0001-06",2021-01-01,104771,3,"PN",0,NA,NA,0
"09.149.503/0001-06",2021-01-01,105088,1,"ON",196227233.663108,"OMEGA ENERGIA RENOVÃVEL S/A",22110,0
"09.149.503/0001-06",2021-01-01,105088,1,"ON",196227233.663108,"OMEGA GERAÃ‡ÃƒO S.A.",23426,0
"09.149.503/0001-06",2021-01-01,105088,1,"PN",0,"OMEGA ENERGIA RENOVÃVEL S/A",22110,0
"09.149.503/0001-06",2021-01-01,105088,1,"PN",0,"OMEGA GERAÃ‡ÃƒO S.A.",23426,0
"09.229.201/0001-30",2021-01-01,104510,3,"ON",667514508.75065,NA,NA,0
"09.229.201/0001-30",2021-01-01,104510,3,"PN",0,NA,NA,0
"09.257.877/0001-37",2021-01-01,104812,1,"ON",0,"FERROVIA NORTE SUL S/A",21814,0
"09.257.877/0001-37",2021-01-01,104812,1,"PN",0,"FERROVIA NORTE SUL S/A",21814,0
"09.288.252/0001-32",2021-01-01,105417,1,"ON",403868806.191717,"ANIMA HOLDING S.A.",23248,0
"09.288.252/0001-32",2021-01-01,105417,1,"PN",0,"ANIMA HOLDING S.A.",23248,0
"09.295.063/0001-97",2021-01-01,105555,1,"ON",78506214.7709877,"TECHNOS S.A.",22519,0
"09.295.063/0001-97",2021-01-01,105555,1,"PN",0,"TECHNOS S.A.",22519,0
"09.304.427/0001-58",2021-01-01,105341,1,"ON",9e+05,"HABITASEC SECURITIZADORA SA",21628,0
"09.304.427/0001-58",2021-01-01,105341,1,"PN",0,"HABITASEC SECURITIZADORA SA",21628,0
"09.305.994/0001-29",2021-01-01,104952,1,"ON",928964909.090909,"AZUL S.A.",24112,0
"09.305.994/0001-29",2021-01-01,104952,1,"PN",331644723.965383,"AZUL S.A.",24112,0
"09.313.969/0001-97",2021-01-01,104969,1,"ON",0,"AUTOPISTA LITORAL SUL",21997,0
"09.313.969/0001-97",2021-01-01,104969,1,"PN",0,"AUTOPISTA LITORAL SUL",21997,0
"09.324.949/0001-11",2021-01-01,104945,1,"ON",0,"AUTOPISTA FLUMINENSE SA",22004,0
"09.324.949/0001-11",2021-01-01,104945,1,"PN",0,"AUTOPISTA FLUMINENSE SA",22004,0
"09.325.109/0001-73",2021-01-01,104966,1,"ON",0,"AUTOPISTA PLANALTO SUL SA",21970,0
"09.325.109/0001-73",2021-01-01,104966,1,"PN",0,"AUTOPISTA PLANALTO SUL SA",21970,0
"09.326.342/0001-70",2021-01-01,104963,1,"ON",0,"AUTOPISTA FERNÃƒO DIAS SA",21989,0
"09.326.342/0001-70",2021-01-01,104963,1,"PN",0,"AUTOPISTA FERNÃƒO DIAS SA",21989,0
"09.336.431/0001-06",2021-01-01,104965,1,"ON",0,"AUTOPISTA REGIS BITTENCOURT SA",21962,0
"09.336.431/0001-06",2021-01-01,104965,1,"PN",0,"AUTOPISTA REGIS BITTENCOURT SA",21962,0
"09.346.601/0001-25",2021-01-01,105817,3,"ON",6125999998.54899,"B3 S.A. - BRASIL, BOLSA, BALCÃƒO",21610,0
"09.346.601/0001-25",2021-01-01,105817,3,"PN",0,"B3 S.A. - BRASIL, BOLSA, BALCÃƒO",21610,0
"09.347.516/0001-81",2021-01-01,105783,2,"ON",138073339.471568,NA,NA,0
"09.347.516/0001-81",2021-01-01,105783,2,"PN",0,NA,NA,0
"09.391.823/0001-60",2021-01-01,105436,1,"ON",0,"SANTO ANTONIO ENERGIA S.A.",23388,0
"09.391.823/0001-60",2021-01-01,105436,1,"PN",0,"SANTO ANTONIO ENERGIA S.A.",23388,0
"09.414.761/0001-64",2021-01-01,105618,1,"ON",0,"ACCIONA CONCESSÃ•ES RODOVIA DO AÃ‡O S.A.",22446,0
"09.414.761/0001-64",2021-01-01,105618,1,"ON",0,"K INFRA RODOVIA DO AÃ‡O S.A",22446,0
"09.414.761/0001-64",2021-01-01,105618,1,"PN",0,"ACCIONA CONCESSÃ•ES RODOVIA DO AÃ‡O S.A.",22446,0
"09.414.761/0001-64",2021-01-01,105618,1,"PN",0,"K INFRA RODOVIA DO AÃ‡O S.A",22446,0
"09.611.768/0001-76",2021-01-01,105845,2,"ON",0,"INTER CONSTRUTORA E INCORPORADORA S.A.",24279,0
"09.611.768/0001-76",2021-01-01,105845,2,"PN",0,"INTER CONSTRUTORA E INCORPORADORA S.A.",24279,0
"09.625.321/0001-56",2021-01-01,105552,1,"ON",0,NA,NA,0
"09.625.321/0001-56",2021-01-01,105552,1,"PN",0,NA,NA,0
"09.813.204/0001-16",2021-01-01,104739,3,"ON",0,NA,NA,0
"09.813.204/0001-16",2021-01-01,104739,3,"PN",0,NA,NA,0
"10.139.870/0001-08",2021-01-01,105349,1,"ON",238662333.966426,NA,NA,0
"10.139.870/0001-08",2021-01-01,105349,1,"PN",0,NA,NA,0
"10.215.988/0001-60",2021-01-01,105537,1,"ON",508721213.245172,"CIA LOCAÃ‡ÃƒO DAS AMÃ‰RICAS",22691,0
"10.215.988/0001-60",2021-01-01,105537,1,"PN",0,"CIA LOCAÃ‡ÃƒO DAS AMÃ‰RICAS",22691,0
"10.234.027/0001-00",2021-01-01,105985,3,"ON",0,"LINHAS DE MACAPÃ TRANSMISSORA DE ENERGIA S/A",23680,0
"10.234.027/0001-00",2021-01-01,105985,3,"PN",0,"LINHAS DE MACAPÃ TRANSMISSORA DE ENERGIA S/A",23680,0
"10.240.186/0001-00",2021-01-01,105984,3,"ON",0,"LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A",23671,0
"10.240.186/0001-00",2021-01-01,105984,3,"PN",0,"LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A",23671,0
"10.285.590/0001-08",2021-01-01,105990,2,"ON",485560489.288548,NA,NA,0
"10.285.590/0001-08",2021-01-01,105990,2,"PN",0,NA,NA,0
"10.324.624/0001-18",2021-01-01,105370,1,"ON",0,"CONCESSÃƒO METROVIÃRIA DO RIO DE JANEIRO S.A.",22144,0
"10.324.624/0001-18",2021-01-01,105370,1,"PN",0,"CONCESSÃƒO METROVIÃRIA DO RIO DE JANEIRO S.A.",22144,0
"10.338.320/0001-00",2021-01-01,105067,3,"ON",862287,"AFLUENTE TRANSMISSÃƒO DE ENERGIA ELÃ‰TRICA S/A",22179,0
"10.338.320/0001-00",2021-01-01,105067,3,"PN",0,"AFLUENTE TRANSMISSÃƒO DE ENERGIA ELÃ‰TRICA S/A",22179,0
"10.488.244/0001-19",2021-01-01,105307,1,"ON",10000,"INFRASEC SECURITIZADORA S.A.",21750,0
"10.488.244/0001-19",2021-01-01,105307,1,"PN",0,"INFRASEC SECURITIZADORA S.A.",21750,0
"10.502.676/0001-37",2021-01-01,105306,1,"ON",0,"TERMELÃ‰TRICA PERNAMBUCO III S.A.",23329,0
"10.502.676/0001-37",2021-01-01,105306,1,"PN",0,"TERMELÃ‰TRICA PERNAMBUCO III S.A.",23329,0
"10.531.501/0001-58",2021-01-01,105872,2,"ON",8188484620,"CONC AUTO RAPOSO TAVARES S.A.",22268,0
"10.531.501/0001-58",2021-01-01,105872,2,"PN",8188484618,"CONC AUTO RAPOSO TAVARES S.A.",22268,0
"10.571.175/0001-02",2021-01-01,105241,1,"ON",0,NA,NA,0
"10.571.175/0001-02",2021-01-01,105241,1,"PN",0,NA,NA,0
"10.608.405/0001-60",2021-01-01,104981,7,"ON",2750000,"BARI SECURITIZADORA S.A.",21920,0
"10.608.405/0001-60",2021-01-01,104981,7,"ON",2750000,"BARIGUI SECURITIZADORA S.A.",21920,0
"10.608.405/0001-60",2021-01-01,104981,7,"PN",0,"BARI SECURITIZADORA S.A.",21920,0
"10.608.405/0001-60",2021-01-01,104981,7,"PN",0,"BARIGUI SECURITIZADORA S.A.",21920,0
"10.629.105/0001-68",2021-01-01,105524,1,"ON",878332771.613984,"PETRO RIO S.A.",22187,0
"10.629.105/0001-68",2021-01-01,105524,1,"PN",0,"PETRO RIO S.A.",22187,0
"10.635.691/0001-53",2021-01-01,105321,1,"ON",4.99e+08,"VIARONDON CONCESSIONÃRIA DE RODOVIA S.A.",22543,0
"10.635.691/0001-53",2021-01-01,105321,1,"PN",4.99e+08,"VIARONDON CONCESSIONÃRIA DE RODOVIA S.A.",22543,0
"10.647.979/0001-48",2021-01-01,105868,2,"ON",0,"CONC ROTA DAS BANDEIRAS S.A.",22071,0
"10.647.979/0001-48",2021-01-01,105868,2,"PN",0,"CONC ROTA DAS BANDEIRAS S.A.",22071,0
"10.670.314/0001-55",2021-01-01,105124,1,"ON",0,"VIABAHIA CONCESSIONÃRIA DE RODOVIAS SA",22926,0
"10.670.314/0001-55",2021-01-01,105124,1,"PN",0,"VIABAHIA CONCESSIONÃRIA DE RODOVIAS SA",22926,0
"10.739.356/0001-03",2021-01-01,106048,4,"ON",193377581.016469,NA,NA,0
"10.739.356/0001-03",2021-01-01,106048,4,"PN",113750333.333333,NA,NA,0
"10.753.164/0001-43",2021-01-01,105761,3,"ON",0,"ECO SECURITIZADORA DIREITOS CRED AGRONEGÃ“CIO S.A.",21741,0
"10.753.164/0001-43",2021-01-01,105761,3,"PN",0,"ECO SECURITIZADORA DIREITOS CRED AGRONEGÃ“CIO S.A.",21741,0
"10.760.260/0001-19",2021-01-01,105936,2,"ON",201177257.078525,"CVC BRASIL OPERADORA E AGÃŠNCIA DE VIAGENS S.A.",23310,0
"10.760.260/0001-19",2021-01-01,105936,2,"PN",0,"CVC BRASIL OPERADORA E AGÃŠNCIA DE VIAGENS S.A.",23310,0
"10.807.374/0001-77",2021-01-01,105848,5,"ON",117026569.269521,NA,NA,0
"10.807.374/0001-77",2021-01-01,105848,5,"PN",0,NA,NA,0
"10.835.932/0001-08",2021-01-01,104713,2,"ON",66700714.2857143,"CIA ENERGETICA DE PERNAMBUCO - CELPE",14362,0
"10.835.932/0001-08",2021-01-01,104713,2,"PN",8310132.82732448,"CIA ENERGETICA DE PERNAMBUCO - CELPE",14362,0
"10.841.050/0001-55",2021-01-01,105948,2,"ON",0,"CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS",22411,0
"10.841.050/0001-55",2021-01-01,105948,2,"PN",0,"CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS",22411,0
"10.851.805/0001-00",2021-01-01,105609,1,"ON",0,"FLEX GESTÃƒO DE RELACIONAMENTOS S.A.",24350,0
"10.851.805/0001-00",2021-01-01,105609,1,"PN",0,"FLEX GESTÃƒO DE RELACIONAMENTOS S.A.",24350,0
"11.257.352/0001-43",2021-01-01,104970,1,"ON",0,"BSI CAPITAL SECURITIZADORA S.A.",23132,0
"11.257.352/0001-43",2021-01-01,104970,1,"PN",0,"BSI CAPITAL SECURITIZADORA S.A.",23132,0
"11.274.829/0001-07",2021-01-01,105228,1,"ON",0,"COMPANHIA PAULISTA DE SECURITIZAÃ‡ÃƒO",22080,0
"11.274.829/0001-07",2021-01-01,105228,1,"PN",0,"COMPANHIA PAULISTA DE SECURITIZAÃ‡ÃƒO",22080,0
"11.284.204/0001-18",2021-01-01,105095,1,"ON",32317596.8399592,"YOU INC INCORPORADORA E PARTICIPAÃ‡ÃƒO S.A",23604,0
"11.284.204/0001-18",2021-01-01,105095,1,"PN",0,"YOU INC INCORPORADORA E PARTICIPAÃ‡ÃƒO S.A",23604,0
"11.421.994/0001-36",2021-01-01,105706,2,"ON",71500390.1052377,NA,NA,0
"11.421.994/0001-36",2021-01-01,105706,2,"PN",0,NA,NA,0
"11.669.021/0001-10",2021-01-01,105075,1,"ON",265816642.386403,"ENAUTA PARTICIPAÃ‡Ã•ES S.A.",22365,0
"11.669.021/0001-10",2021-01-01,105075,1,"PN",0,"ENAUTA PARTICIPAÃ‡Ã•ES S.A.",22365,0
"11.716.471/0001-17",2021-01-01,105389,1,"ON",28905,"TRX SECURITIZADORA S.A.",22420,0
"11.716.471/0001-17",2021-01-01,105389,1,"PN",0,"TRX SECURITIZADORA S.A.",22420,0
"11.721.921/0001-60",2021-01-01,105921,2,"ON",15232291.9841692,"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.",22217,0
"11.721.921/0001-60",2021-01-01,105921,2,"PN",0,"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.",22217,0
"11.725.176/0001-27",2021-01-01,105544,1,"ON",528555859.743492,NA,NA,0
"11.725.176/0001-27",2021-01-01,105544,1,"PN",0,NA,NA,0
"11.992.680/0001-93",2021-01-01,105390,1,"ON",283999809.058284,"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.",22497,0
"11.992.680/0001-93",2021-01-01,105390,1,"PN",0,"QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.",22497,0
"12.049.631/0001-84",2021-01-01,105929,2,"ON",84884642.3248882,"MOURA DUBEUX ENGENHARIA S/A",21067,0
"12.049.631/0001-84",2021-01-01,105929,2,"PN",0,"MOURA DUBEUX ENGENHARIA S/A",21067,0
"12.091.809/0001-55",2021-01-01,105960,6,"ON",132413689.161554,NA,NA,0
"12.091.809/0001-55",2021-01-01,105960,6,"PN",0,NA,NA,0
"12.108.897/0001-50",2021-01-01,105928,2,"ON",50602435.9305126,NA,NA,0
"12.108.897/0001-50",2021-01-01,105928,2,"PN",0,NA,NA,0
"12.130.744/0001-00",2021-01-01,105114,1,"ON",0,"TRUE SECURITIZADORA S.A.",22276,0
"12.130.744/0001-00",2021-01-01,105114,1,"PN",0,"TRUE SECURITIZADORA S.A.",22276,0
"12.139.922/0001-63",2021-01-01,105068,1,"ON",0,"OCTANTE SECURITIZADORA S.A.",22390,0
"12.139.922/0001-63",2021-01-01,105068,1,"PN",0,"OCTANTE SECURITIZADORA S.A.",22390,0
"12.181.987/0001-77",2021-01-01,105138,1,"ON",207967093.585297,NA,NA,0
"12.181.987/0001-77",2021-01-01,105138,1,"PN",0,NA,NA,0
"12.261.588/0001-16",2021-01-01,104740,1,"ON",0,"POLO CAPITAL SECURITIZADORA S.A",22160,0
"12.261.588/0001-16",2021-01-01,104740,1,"PN",0,"POLO CAPITAL SECURITIZADORA S.A",22160,0
"12.300.288/0001-07",2021-01-01,106034,2,"ON",0,NA,NA,0
"12.300.288/0001-07",2021-01-01,106034,2,"PN",0,NA,NA,0
"12.320.349/0001-90",2021-01-01,104890,1,"ON",826755,"OURINVEST SECURITIZADORA SA",22250,0
"12.320.349/0001-90",2021-01-01,104890,1,"PN",0,"OURINVEST SECURITIZADORA SA",22250,0
"12.420.164/0001-57",2021-01-01,106046,4,"ON",0,NA,NA,0
"12.420.164/0001-57",2021-01-01,106046,4,"PN",0,NA,NA,0
"12.489.315/0001-23",2021-01-01,105086,1,"ON",0,"FERREIRA GOMES ENERGIA S.A.",22977,0
"12.489.315/0001-23",2021-01-01,105086,1,"PN",0,"FERREIRA GOMES ENERGIA S.A.",22977,0
"12.528.708/0001-07",2021-01-01,105279,1,"ON",766213462.400084,NA,NA,0
"12.528.708/0001-07",2021-01-01,105279,1,"PN",0,NA,NA,0
"12.648.266/0001-24",2021-01-01,105966,2,"ON",112938909.691914,NA,NA,0
"12.648.266/0001-24",2021-01-01,105966,2,"PN",0,NA,NA,0
"12.648.327/0001-53",2021-01-01,105550,1,"ON",760382642.564982,"HIDROVIAS DO BRASIL S.A.",22675,0
"12.648.327/0001-53",2021-01-01,105550,1,"PN",0,"HIDROVIAS DO BRASIL S.A.",22675,0
"12.919.786/0001-24",2021-01-01,105185,1,"ON",0,"TCP TERMINAL DE CONTEINERES DE PARANAGUA SA",24066,0
"12.919.786/0001-24",2021-01-01,105185,1,"PN",0,"TCP TERMINAL DE CONTEINERES DE PARANAGUA SA",24066,0
"12.979.898/0001-70",2021-01-01,105467,1,"ON",3007777,"FORTE SECURITIZADORA S.A.",22489,0
"12.979.898/0001-70",2021-01-01,105467,1,"PN",0,"FORTE SECURITIZADORA S.A.",22489,0
"13.009.717/0001-46",2021-01-01,105064,1,"ON",7636918.23899371,"BCO ESTADO DE SERGIPE S.A. - BANESE",1120,0
"13.009.717/0001-46",2021-01-01,105064,1,"PN",7642774.98202732,"BCO ESTADO DE SERGIPE S.A. - BANESE",1120,0
"13.017.462/0001-63",2021-01-01,106011,2,"ON",0,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A",18996,0
"13.017.462/0001-63",2021-01-01,106011,2,"PN",0,"ENERGISA SERGIPE - DISTRIBUIDORA DE ENERGIA S/A",18996,0
"13.217.485/0001-11",2021-01-01,105635,1,"ON",241899574.584129,"GRUPO SBF S.A.",24694,0
"13.217.485/0001-11",2021-01-01,105635,1,"PN",0,"GRUPO SBF S.A.",24694,0
"13.270.520/0001-66",2021-01-01,104841,3,"ON",414052040.816327,NA,NA,0
"13.270.520/0001-66",2021-01-01,104841,3,"PN",0,NA,NA,0
"13.349.677/0001-81",2021-01-01,105671,1,"ON",0,"REIT SECURITIZADORA DE RECEBÃVEIS IMOBILIÃRIOS S/A",22802,0
"13.349.677/0001-81",2021-01-01,105671,1,"PN",0,"REIT SECURITIZADORA DE RECEBÃVEIS IMOBILIÃRIOS S/A",22802,0
"13.444.994/0001-87",2021-01-01,106042,2,"ON",2900289.91686208,"MLOG S.A.",22586,0
"13.444.994/0001-87",2021-01-01,106042,2,"PN",0,"MLOG S.A.",22586,0
"13.457.942/0001-45",2021-01-01,105679,1,"ON",0,NA,NA,0
"13.457.942/0001-45",2021-01-01,105679,1,"PN",0,NA,NA,0
"13.483.537/0001-00",2021-01-01,104989,1,"ON",0,"BRASIL SECURITIZADORA S/A",24287,0
"13.483.537/0001-00",2021-01-01,104989,1,"PN",0,"BRASIL SECURITIZADORA S/A",24287,0
"13.574.594/0001-96",2021-01-01,105217,2,"ON",275355447.193113,"BK BRASIL OPERAÃ‡ÃƒO E ASSESSORIA A RESTAURANTES SA",24317,0
"13.574.594/0001-96",2021-01-01,105217,2,"PN",0,"BK BRASIL OPERAÃ‡ÃƒO E ASSESSORIA A RESTAURANTES SA",24317,0
"13.584.310/0001-42",2021-01-01,105633,1,"ON",1e+08,"SUGOI S.A.",23957,0
"13.584.310/0001-42",2021-01-01,105633,1,"PN",0,"SUGOI S.A.",23957,0
"14.110.585/0001-07",2021-01-01,105213,1,"ON",126432937.271078,NA,NA,0
"14.110.585/0001-07",2021-01-01,105213,1,"PN",0,NA,NA,0
"14.127.813/0001-51",2021-01-01,104782,3,"ON",50224662.8108462,NA,NA,0
"14.127.813/0001-51",2021-01-01,104782,3,"PN",0,NA,NA,0
"14.308.514/0001-13",2021-01-01,105562,1,"ON",126000.001910538,"PARTICIPAÃ‡Ã•ES INDUST. DO NORDESTE S.A.",1597,0
"14.308.514/0001-13",2021-01-01,105562,1,"PN",31387.9997016315,"PARTICIPAÃ‡Ã•ES INDUST. DO NORDESTE S.A.",1597,0
"14.333.683/0001-03",2021-01-01,104818,1,"ON",0,"FONTAINE VILLE PARTICIPAÃ‡Ã•ES S/A",23019,0
"14.333.683/0001-03",2021-01-01,104818,1,"PN",0,"FONTAINE VILLE PARTICIPAÃ‡Ã•ES S/A",23019,0
"14.388.334/0001-99",2021-01-01,105753,2,"ON",0,"PARANA BCO S.A.",20729,0
"14.388.334/0001-99",2021-01-01,105753,2,"PN",0,"PARANA BCO S.A.",20729,0
"14.776.142/0001-50",2021-01-01,105606,1,"ON",109835457.436537,NA,NA,0
"14.776.142/0001-50",2021-01-01,105606,1,"PN",0,NA,NA,0
"14.785.152/0001-51",2021-01-01,105194,1,"ON",103189327.492035,NA,NA,0
"14.785.152/0001-51",2021-01-01,105194,1,"PN",0,NA,NA,0
"14.807.945/0001-24",2021-01-01,105420,1,"ON",7715297.53265602,"SANSUY S.A. INDUSTRIA DE PLASTICOS",12696,0
"14.807.945/0001-24",2021-01-01,105420,1,"PN",7716979.40503433,"SANSUY S.A. INDUSTRIA DE PLASTICOS",12696,0
"14.876.090/0001-93",2021-01-01,104943,2,"ON",1190148,"GAIA AGRO SECURITIZADORA S.A.",22764,0
"14.876.090/0001-93",2021-01-01,104943,2,"PN",0,"GAIA AGRO SECURITIZADORA S.A.",22764,0
"14.882.295/0001-81",2021-01-01,104150,2,"ON",130859580,"OCEANA OFFSHORE S.A.",23620,0
"14.882.295/0001-81",2021-01-01,104150,2,"PN",0,"OCEANA OFFSHORE S.A.",23620,0
"14.998.371/0001-19",2021-01-01,104960,1,"ON",10674856,"J. MACEDO S.A.",21156,0
"14.998.371/0001-19",2021-01-01,104960,1,"PN",8692854,"J. MACEDO S.A.",21156,0
"15.073.274/0001-88",2021-01-01,105478,1,"ON",0,"PPLA PARTICIPATIONS LTD.",80152,0
"15.073.274/0001-88",2021-01-01,105478,1,"PN",2814666,"PPLA PARTICIPATIONS LTD.",80152,0
"15.101.405/0001-93",2021-01-01,103043,1,"ON",7814.47124304267,"CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA",4863,0
"15.101.405/0001-93",2021-01-01,103043,1,"PN",15338.7533875339,"CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA",4863,0
"15.115.504/0001-24",2021-01-01,105219,1,"ON",29023994.2857143,"TRONOX PIGMENTOS DO BRASIL S.A.",11398,0
"15.115.504/0001-24",2021-01-01,105219,1,"PN",29015921.5384615,"TRONOX PIGMENTOS DO BRASIL S.A.",11398,0
"15.139.629/0001-94",2021-01-01,104714,2,"ON",152284658.385093,"CIA ELETRICIDADE EST. DA BAHIA - COELBA",14524,0
"15.139.629/0001-94",2021-01-01,104714,2,"PN",109072142.857143,"CIA ELETRICIDADE EST. DA BAHIA - COELBA",14524,0
"15.141.799/0001-03",2021-01-01,105534,1,"ON",29440015.6667944,"CIA FERRO LIGAS DA BAHIA - FERBASA",3069,0
"15.141.799/0001-03",2021-01-01,105534,1,"PN",58880000.1032008,"CIA FERRO LIGAS DA BAHIA - FERBASA",3069,0
"15.144.017/0001-90",2021-01-01,105708,2,"ON",3840000.93264007,"CIA SEGUROS ALIANCA DA BAHIA",3115,0
"15.144.017/0001-90",2021-01-01,105708,2,"PN",3840027.35510344,"CIA SEGUROS ALIANCA DA BAHIA",3115,0
"15.229.110/0001-05",2021-01-01,105008,1,"ON",0,"CAPITALE SECURITIZADORA DE CRÃ‰DITO S/A",23353,0
"15.229.110/0001-05",2021-01-01,105008,1,"PN",0,"CAPITALE SECURITIZADORA DE CRÃ‰DITO S/A",23353,0
"15.377.572/0001-61",2021-01-01,105239,1,"ON",0,"NASA SECURITIZADORA S.A.",23906,0
"15.377.572/0001-61",2021-01-01,105239,1,"PN",0,"NASA SECURITIZADORA S.A.",23906,0
"15.413.826/0001-50",2021-01-01,106002,2,"ON",601428.571428571,"ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.",5576,0
"15.413.826/0001-50",2021-01-01,106002,2,"PN",0,"ENERGISA MATO GROSSO DO SUL - DIST DE ENERGIA S.A.",5576,0
"15.484.093/0001-44",2021-01-01,105949,3,"ON",0,"ECO101 CONCESSIONÃRIA DE RODOVIAS S.A.",23582,0
"15.484.093/0001-44",2021-01-01,105949,3,"PN",0,"ECO101 CONCESSIONÃRIA DE RODOVIAS S.A.",23582,0
"15.494.541/0001-90",2021-01-01,105579,1,"ON",4200,"SALUS INFRAESTRUTURA PORTUARIA SA",23540,0
"15.494.541/0001-90",2021-01-01,105579,1,"PN",0,"SALUS INFRAESTRUTURA PORTUARIA SA",23540,0
"15.527.906/0001-36",2021-01-01,97977,1,"ON",1020429460.81075,"BIOSEV S.A.",22845,0
"15.527.906/0001-36",2021-03-31,103633,5,"ON",1020429460.81075,"BIOSEV S.A.",22845,0
"15.527.906/0001-36",2021-01-01,97977,1,"PN",0,"BIOSEV S.A.",22845,0
"15.527.906/0001-36",2021-03-31,103633,5,"PN",0,"BIOSEV S.A.",22845,0
"15.578.569/0001-06",2021-01-01,106030,4,"ON",3033541675,"CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.",23515,0
"15.578.569/0001-06",2021-01-01,106030,4,"PN",0,"CONC DO AEROPORTO INTERNACIONAL DE GUARULHOS S.A.",23515,0
"15.688.041/0001-90",2021-01-01,105259,1,"ON",180000,"MBK SECURITIZADORA SA",22861,0
"15.688.041/0001-90",2021-01-01,105259,1,"PN",0,"MBK SECURITIZADORA SA",22861,0
"16.233.389/0001-55",2021-01-01,105584,1,"ON",0,NA,NA,0
"16.233.389/0001-55",2021-01-01,105584,1,"PN",22628786.8852459,NA,NA,0
"16.234.171/0001-15",2021-01-01,105765,2,"ON",294304933.774834,"METANOR SA METANOL DO NE",8745,0
"16.234.171/0001-15",2021-01-01,105765,2,"PN",294356097.634022,"METANOR SA METANOL DO NE",8745,0
"16.404.287/0001-55",2021-01-01,105059,1,"ON",1361263584.17958,"SUZANO S.A.",13986,0
"16.404.287/0001-55",2021-01-01,105059,1,"PN",0,"SUZANO S.A.",13986,0
"16.590.234/0001-76",2021-01-01,105253,1,"ON",99631413.5482114,"AREZZO INDÃšSTRIA E COMÃ‰RCIO S.A.",22349,0
"16.590.234/0001-76",2021-01-01,105253,1,"PN",0,"AREZZO INDÃšSTRIA E COMÃ‰RCIO S.A.",22349,0
"16.614.075/0001-00",2021-01-01,105927,2,"ON",150000000.994905,"DIRECIONAL ENGENHARIA S.A.",21350,0
"16.614.075/0001-00",2021-01-01,105927,2,"PN",0,"DIRECIONAL ENGENHARIA S.A.",21350,0
"16.670.085/0001-55",2021-01-01,103603,4,"ON",758466665.929412,"LOCALIZA RENT A CAR S.A.",19739,0
"16.670.085/0001-55",2021-01-01,103603,4,"PN",0,"LOCALIZA RENT A CAR S.A.",19739,0
"16.676.520/0001-59",2021-01-01,104745,4,"ON",355055845.749343,NA,NA,0
"16.676.520/0001-59",2021-01-01,104745,4,"PN",0,NA,NA,0
"16.811.931/0001-00",2021-01-01,105910,2,"ON",22415713.9382145,NA,NA,0
"16.811.931/0001-00",2021-01-01,105910,2,"PN",0,NA,NA,0
