"";"CD_CVM";"DENOM_SOCIAL";"DENOM_COMERC";"SETOR_ATIV";"PF_PJ";"CNPJ";"DT_REG";"DT_CONST";"DT_CANCEL";"MOTIVO_CANCEL";"SIT_REG";"DT_INI_SIT";"SIT_EMISSOR";"DT_INI_SIT_EMISSOR";"CATEG_REG";"DT_INI_CATEG";"AUDITOR";"CNPJ_AUDITOR";"TP_ENDER";"LOGRADOURO";"COMPL";"BAIRRO";"CIDADE";"UF";"PAIS";"CD_POSTAL";"TEL";"FAX";"EMAIL";"TP_RESP";"RESP";"DT_INI_RESP";"LOGRADOURO_RESP";"COMPL_RESP";"BAIRRO_RESP";"CIDADE_RESP";"UF_RESP";"PAIS_RESP";"CEP_RESP";"TEL_RESP";"FAX_RESP";"EMAIL_RESP";"TP_MERC";"cnpj_number"
"387";23558;"LEADS CIA. SECURITIZADORA";"LEADS CIA. SECURITIZADORA";"Securitização de Recebíveis";"PJ";"21414457000112";"03/02/2015";"15/10/2014";NA;NA;"ATIVO";"03/02/2015";"FASE PRÉ-OPERACIONAL";"09/12/2014";"Categoria B";"09/12/2014";"BAKER TILLY 4PARTNERS AUDITORES INDEPENDENTES S/S";18596945000183;"SEDE";"RUA JOAQUIM FLORIANO, N 100";"CONJUNTO 171";"ITAIM BIBI";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 31130076";"(11) 31130076";"leadscvm@gmail.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ANTONIO CARLOS AMÂNCIO";"18/07/2018";"RUA IGUATEMI, 192 - 5º AND";"CONJUNTO 51";"ITAIM BIBI";"SÃO PAULO";"SP";NA;1451010;"(11) 45504624";"(11) 45504624";"cesar@leadsec.com.br";NA;21414457000112
"388";25666;"LG INFORMÁTICA S.A.";"LG INFORMÁTICA S.A.";"Comunicação e Informática";"PJ";"1468594000122";"06/04/2021";"08/08/1985";NA;NA;"ATIVO";"06/04/2021";"FASE OPERACIONAL";"08/02/2021";"Categoria A";"08/02/2021";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"PRIMEIRA AVENIDA, QUADRA 1-B";", LOTE 31, CONDOMÍ";"CIDADE VERA CRUZ";"APARECIDA DE GOIÂNIA";"GO";NA;NA;NA;NA;NA;"DIRETOR DE RELAÇÕES COM INVESTIDORES";"THOMAS CHRISTOPH KHALIL";"01/02/2021";"PRIMEIRA AVENIDA, QUADRA 1-B";"LT 31, CONDOMÍNIO";"APARECIDA DE GOIANIA";"APARECIDA DE GOIÂNIA";"GO";NA;74934600;"(62) 39289012";NA;"ri@lg.com.br";NA;1468594000122
"389";24872;"LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.";"LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.";"Máquinas, Equipamentos, Veículos e Peças";"PJ";"2357251000153";"08/11/2019";"22/12/1997";NA;NA;"ATIVO";"08/11/2019";"FASE OPERACIONAL";"30/07/2019";"Categoria A";"08/11/2019";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"RUA GIUSEPPE MATTEA";"Nº 350 A";"FRAGATA";"PELOTAS";"RS";NA;NA;"(11) 55643232";"(11) 55643232";"marcos.reis@lifemed.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JOÃO MANUEL MARTINS RAMOS CANHA";"16/03/2017";"RUA GIUSEPPE MATTEA";"350 A";"FRAGATA";"PELOTAS";"RS";NA;96050080;"(11) 55643232";"(11) 55643232";"joao.canha@lifemed.com.br";NA;2357251000153
"390";23000;"LIGHT ENERGIA S.A.";"LIGHT ENERGIA S.A";"Energia Elétrica";"PJ";"1917818000136";"11/01/2013";"23/06/1997";NA;NA;"ATIVO";"11/01/2013";"FASE OPERACIONAL";"30/10/2012";"Categoria B";"30/10/2012";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"AVENIDA MARECHAL FLORIANO,168";"BLOCO 1, 2º ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;NA;"(21) 22112814";"(21) 22112554";"ri@light.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ROBERTO CAIXETA BARROSO";"01/02/2018";"AV. MARECHAL FLORIANO, 168";"BLOCO1, 2º ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20080002;"(21) 22112623";"(21) 22112554";"ri@light.com.br";NA;1917818000136
"391";19879;"LIGHT SA";"LIGHT SA";"Emp. Adm. Part. - Energia Elétrica";"PJ";"3378521000175";"12/12/2005";"27/07/1999";NA;NA;"ATIVO";"12/12/2005";"FASE OPERACIONAL";"13/01/2006";"Categoria A";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Av.Marechal Floriano";"168";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 22112980";"(21) 22919207";"ri@light.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ROBERTO CAIXETA BARROSO";"01/02/2018";"AV. MARECHAL FLORIANO, 168";"BL.1, 2º ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20080002;"(21) 22112623";"(21) 22112554";"ri@light.com.br";"BOLSA";3378521000175
"392";8036;"LIGHT SERVIÇOS DE ELETRICIDADE SA";"LIGHT";"Energia Elétrica";"PJ";"60444437000146";"25/11/1968";"30/06/1904";NA;NA;"ATIVO";"25/11/1968";"FASE OPERACIONAL";"25/11/1968";"Categoria B";"01/01/2010";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Av.Marechal Floriano";"168";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 22112560";"(21) 22919207";"ri@light.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ROBERTO CAIXETA BARROSO";"01/02/2018";"AV.MARECHAL FLORIANO, 168";"BLOCO1, 2º ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20080002;"(21) 22112623";"(21) 22112554";"ri@light.com.br";"BOLSA";60444437000146
"393";24937;"LINHA AMARELA S.A.- LAMSA";"LINHA AMARELA S./A.";"Serviços Transporte e Logística";"PJ";"974211000125";"08/04/2020";"21/11/1995";NA;NA;"ATIVO";"08/04/2020";"FASE OPERACIONAL";"01/11/2019";"Categoria B";"01/11/2019";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"AV. CARLOS LACERDA S/Nº";"PRAÇA DO PEDÁGIO";"ÁGUA SANTA";"RIO DE JANEIRO";"RJ";NA;NA;"(021) 22111300";"(021) 22111300";"dri@lamsa.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUSTAVO SOARES FIGUEIREDO";"20/08/2019";"AVENIDA ALMIRANTE BARROSO, 52";"SALAS, 3001 E 3002";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20031000;"(21) 22111300";"(21) 22111300";"dri@lamsa.com.br";NA;974211000125
"394";23680;"LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.";"LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S.A.";"Energia Elétrica";"PJ";"10234027000100";"12/08/2015";"07/07/2008";NA;NA;"ATIVO";"12/08/2015";"FASE OPERACIONAL";"26/06/2015";"Categoria B";"12/08/2015";"PHF - AUDITORES INDEPENDENTES S/S";10292352000111;"SEDE";"RUA VISCONDE DE OURO PRETO 5 -";"6 ANDAR";"BOTAFOGO";"RIO DE JANEIRO";"RJ";NA;NA;"(21) 30770077";"(21) 30770060";"ri@isoluxcorsan.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ANTONIO LISBOA SALLES NETO";"01/01/2018";"RUA VISCONDE DE OURO PRETO 5 -";"6 ANDAR";"BOTAFOGO";"RIO DE JANEIRO";"RJ";NA;22250040;"(21) 21455555";"(0) 0";"ri@geminienergy.com.br";NA;10234027000100
"395";23671;"LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.";"LINHAS DE XINGU TRANSMISSORA DE ENERGIA S.A.";"Energia Elétrica";"PJ";"10240186000100";"12/08/2015";"07/07/2008";NA;NA;"ATIVO";"12/08/2015";"FASE OPERACIONAL";"26/06/2015";"Categoria B";"12/08/2015";"PHF - AUDITORES INDEPENDENTES S/S";10292352000111;"SEDE";"Avenida Marechal Câmara, nº 160";"Sala 1535";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 30770077";"(21) 30770060";"jcasaseca@isoluxcorsan.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUCIANA BORGES ARAUJO AMARAL";"30/05/2017";"AV. MARECHAL CÂMARA, 160";"SALA 1533";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20020080;"(21) 30770051";"(21) 30770051";"ri@geminienergy.com.br";NA;10240186000100
"396";23035;"LINX S.A.";NA;"Comunicação e Informática";"PJ";"6948969000175";"06/02/2013";"20/07/2004";NA;NA;"ATIVO";"06/02/2013";"FASE OPERACIONAL";"06/12/2012";"Categoria A";"06/12/2012";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Avenida das Nações Unidas, nº 7221";"7º andar";"Pinheiros";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 21031575";"(11) 21031543";"ri@linx.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ANTONIO RAMATIS FERNANDES RODRIGUES";"16/10/2017";"AV. DAS NAÇÕES UNIDAS, 7221";"7º AND";"PINHEIROS";"SÃO PAULO";"SP";NA;0;"(11) 21031531";"(11) 21031543";"ri@linx.com.br";NA;6948969000175
"397";15091;"LITEL PARTICIPACOES SA";"LITEL PARTICIPACOES";"Emp. Adm. Part. - Extração Mineral";"PJ";"743065000127";"18/10/1995";"01/10/1995";NA;NA;"ATIVO";"18/10/1995";"FASE OPERACIONAL";"31/12/2000";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua da Assembleia, nº 10, 37º andar";"3701";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21285543";"(21) 21285501";"governance@eximiacapital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RENATO PROENÇA LOPES";"18/07/2018";"RUA DA ASSEMBLEIA, Nº 10, 37º";"3701";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20011901;"(21) 21285501";"(21) 21285501";"governance@eximiacapital.com";"BALCÃO ORGANIZADO";743065000127
"398";24759;"LITELA PARTICIPAÇÕES S.A.";"LITELA PARTICIPAÇÕES S.A.";"Emp. Adm. Part. - Extração Mineral";"PJ";"5495546000184";"05/09/2019";"30/01/2003";NA;NA;"ATIVO";"05/09/2019";"FASE OPERACIONAL";"24/05/2019";"Categoria A";"24/05/2019";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"RUA DA ASSEMBLEIA, Nº 10";"37º ANDAR - SALA 3";"CENTRO";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21285540";"(21) 21855500";"governance@eximiacapital.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CAPITAL PARTNERS LTDA";"18/12/2020";"RUA DA ASSEMBLEIA, Nº 10,";"37º  ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20011901;"(21) 21285540";"(0) 0";"governance@eximiacapital.com";NA;5495546000184
"399";24880;"LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.";"LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.";"Emp. Adm. Part. - Serviços Transporte e Logística";"PJ";"389481000179";"29/11/2019";"10/01/1995";NA;NA;"ATIVO";"29/11/2019";"FASE OPERACIONAL";"28/08/2019";"Categoria B";"28/08/2019";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"RUA DA ALFAZEMA, Nº 761";"7º ANDAR - SALA 70";"CAMINHO DAS ÁRVORES";"SALVADOR";"BA";NA;NA;"(71) 21029602";"(71) 21029641";"katia.nozela@grupolm.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUIZ LOPES MENDONÇA FILHO";"23/07/2019";"RUA DA ALFAZEMA, Nº 761";"7º ANDAR";"CAMINHO DAS ÁRVORES";"SALVADOR";"BA";NA;41820710;"(71) 21029602";"(71) 21029641";"lmf@grupolm.com.br";NA;389481000179
"400";24813;"LOCALIZA  FLEET S.A.";"LOCALIZA  FLEET S.A.";"Serviços Transporte e Logística";"PJ";"2286479000108";"10/10/2019";"15/12/1997";NA;NA;"ATIVO";"10/10/2019";"FASE OPERACIONAL";"22/08/2019";"Categoria B";"10/10/2019";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"AV. BERNARDO DE VASCONCELOS 377";"PARTE";"CACHOEIRINHA";"BELO HORIZONTE";"MG";NA;NA;"(31) 32479460";"(31) 32477755";"mercado.capitais@localiza.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RODRIGO TAVARES GONÇALVES DE SOUSA";"20/08/2019";"AV. BERNANDO DE VASCONCELOS";"377";"CACHOEIRINHA";"BELO HORIZONTE";"MG";NA;31150000;"(31) 32477024";NA;"mercado.capitais@localiza.com";NA;2286479000108
"401";19739;"LOCALIZA RENT A CAR SA";"LOCALIZA RENT A CAR";"Serviços Transporte e Logística";"PJ";"16670085000155";"06/05/2005";"14/09/1973";NA;NA;"ATIVO";"06/05/2005";"FASE OPERACIONAL";"06/05/2005";"Categoria A";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Avenida Bernardo de Vasconcelos";"377";"Cachoeirinha";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 32479460";"(31) 32477755";"mercado.capitais@localiza.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RODRIGO TAVARES GONÇALVES DE SOUSA";"26/04/2018";"AV. BERNARDO DE VASCONCELOS";"377";"CACHOEIRINHA";"BELO HORIZONTE";"MG";NA;31150000;"(31) 32477024";"(31) 32477041";"mercado.capitais@localiza.com";"BOLSA";16670085000155
"402";24910;"LOCAWEB SERVIÇOS DE INTERNET S.A.";"LOCAWEB SERVIÇOS DE INTERNET S.A.";"Comunicação e Informática";"PJ";"2351877000152";"04/02/2020";"29/10/1997";NA;NA;"ATIVO";"04/02/2020";"FASE OPERACIONAL";"10/12/2019";"Categoria A";"10/12/2019";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"RUA ITAPAIÚNA, 2.434";NA;"VILA ANDRADE";"SÃO PAULO";"SP";NA;NA;"(11) 35440444";"(11) 35440444";"ri@locaweb.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RAFAEL CHAMAS ALVES";"04/12/2019";"RUA ITAPAIÚNA, 2.434";NA;"VILA ANDRADE";"SÃO PAULO";"SP";NA;5707001;"(11) 35440444";"(11) 35440444";"ri@locaweb.com.br";NA;2351877000152
"403";23272;"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.";"LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.";"Construção Civil, Mat. Constr. e Decoração";"PJ";"9041168000110";"12/11/2013";"03/07/2007";NA;NA;"ATIVO";"12/11/2013";"FASE OPERACIONAL";"27/08/2013";"Categoria A";"17/12/2018";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Av. Professor Mário Werneck, nº 621, 10º andar, BH/MG";"Conjunto 02";"Estoril";"BELO HORIZONTE";"MG";"BRASIL";NA;"(31) 36158400";NA;"ri@logcp.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ANDRÉ LUIZ DE ÁVILA VITÓRIA";"27/08/2013";"AV. PROFESSOR MÁRIO WERNECK";"Nº621/10ºA/CJ2";"ESTORIL";"BELO HORIZONTE";"MG";NA;30455610;"(31) 36158400";NA;"ri@logcp.com.br";NA;9041168000110
"404";20710;"LOG-IN LOGISTICA INTERMODAL SA";"LOG-IN LOGISTICA INTERMODAL SA";"Serviços Transporte e Logística";"PJ";"42278291000124";"04/06/2007";"31/07/1988";NA;NA;"ATIVO";"04/06/2007";"FASE OPERACIONAL";"04/06/2007";"Categoria A";"01/01/2010";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"Av. General Justo, 375";"6º andar";"Centro";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(21) 21116500";"(21) 21116760";"joaquim.sanches@loginlogistica.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"PASCOAL CUNHA GOMES";"01/09/2020";"AV GENERAL JUSTO, 375";"6° ANDAR";"CENTRO";"RIO DE JANEIRO";"RJ";NA;20021130;"(21) 21116500";"(21) 21116760";"relacoescominvestidores@loginlogistica.com.br";NA;42278291000124
"405";23477;"LOGOS COMPANHIA SECURITIZADORA S/A";"LOGOS COMPANHIA SECURITIZADORA S/A";"Securitização de Recebíveis";"PJ";"19851496000135";"04/09/2014";"28/01/2014";NA;NA;"ATIVO";"04/09/2014";"FASE PRÉ-OPERACIONAL";"01/08/2014";"Categoria B";"04/09/2014";"RUSSELL BEDFORD BRASIL AUDITORES INDEPENDENTES S/S";13098174000180;"SEDE";"AVENIDA CANDIDO DE ABREU, 776";"CJ 402";"CENTRO CIVICO";"CURITIBA";"PR";"BRASIL";NA;"(41) 31497105";NA;"leopoldo.souza@ehosgroup.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"PAULO NOBORO HONDA";"20/02/2018";"AV.CÂNDIDO DE ABREU, 776";"CJ. 402";"CENTRO CÍVICO";"CURITIBA";NA;NA;80530000;"(41) 31497101";"(0) 0";"SECURITIZACAO@ETHOSGROUP.COM.BR";NA;19851496000135
"406";8087;"LOJAS AMERICANAS SA";"LOJAS AMERICANAS S.A.";"Comércio (Atacado e Varejo)";"PJ";"33014556000196";"20/07/1977";"27/05/1929";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Sacadura Cabral";"102";"Saúde";"RIO DE JANEIRO";"RJ";"BRASIL";NA;"(021) 22066708";"(21) 22066898";"roberto.martins@lasa.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS EDUARDO ROSALBA PADILHA";"22/03/2011";"RUA SACADURA CABRAL, 102";NA;"SAÚDE";"RIO DE JANEIRO";"RJ";NA;20081902;"(21) 22066503";"(21) 22066898";"carlos.padilha@lasa.com.br";"BOLSA";33014556000196
"407";25542;"LOJAS LE BISCUIT S.A.";NA;"Comércio (Atacado e Varejo)";"PJ";"16233389000155";"10/02/2021";"25/03/1968";NA;NA;"ATIVO";"10/02/2021";"FASE OPERACIONAL";"28/08/2020";"Categoria A";"28/08/2020";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"RUA MONSENHOR TERTULIANO CARNEIRO, Nº 136";"1º AND";"CENTRO";"FEIRA DE SANTANA";"BA";NA;NA;"(71) 32768000";NA;"ri@lebiscuit.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"LUKAS RIBEIRO E RIBEIRO";"27/08/2020";"AVENIDA MÁRIO LEAL FERREIRO";"1254, N/A";"BROTAS";"SALVADOR";"BA";NA;40285600;"(71) 32768000";"(71) 32768000";"ri@lebiscuit.com.br";NA;16233389000155
"408";25038;"LOJAS QUERO-QUERO S.A.";"LOJAS QUERO-QUERO S.A.";"Comércio (Atacado e Varejo)";"PJ";"96418264021802";"06/08/2020";"15/08/1967";NA;NA;"ATIVO";"06/08/2020";"FASE OPERACIONAL";"12/02/2020";"Categoria A";"12/02/2020";"DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES";49928567000111;"SEDE";"AV GAL FLORES DA CUNHA, Nº 1943";NA;"VILA CACHOEIRINHA";"CACHOEIRINHA";"RS";NA;NA;"(51) 34415798";"(51) 34415798";"ri@quero-quero.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"JEAN PABLO DE MELLO";"05/02/2020";"AV GAL FLORES DA CUNHA, 1943";NA;"VILA CACHOEIRINHA";"CACHOEIRINHA";"RS";NA;94910003;"(51) 34415798";"(51) 34415798";"ri@quero-quero.com.br";NA;96418264021802
"409";8133;"LOJAS RENNER SA";"RENNER";"Comércio (Atacado e Varejo)";"PJ";"92754738000162";"20/07/1977";"10/06/1965";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Av. Joaquim Porto Villanova, 401";"7º andar";"Jardim Carvalho";"PORTO ALEGRE";"RS";"BRASIL";NA;"(51) 21217045";"(51) 21217121";"acionistas@lojasrenner.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ALVARO JORGE FONTES DE AZEVEDO";"01/09/2020";"AV. JOAQUIM PORTO VILLANOVA,";"401 - 7º ANDAR";"JARDIM DO SALSO";"PORTO ALEGRE";"RS";NA;91410400;"(51) 21217045";"(0) 0";"acionistas@lojasrenner.com.br";"BOLSA";92754738000162
"410";20370;"LPS BRASIL CONSULTORIA DE IMOVEIS S/A";"LOPES";"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração";"PJ";"8078847000109";"12/12/2006";"22/05/2006";NA;NA;"ATIVO";"12/12/2006";"FASE OPERACIONAL";"12/12/2006";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua Estados Unidos";"2000";"Jardim América";"SÃO PAULO";"SP";"BRASIL";NA;"(11) 30670520";"(11) 30670029";"ri@lopes.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"MARCELLO RODRIGUES LEONE";"29/09/2008";"RUA ESTADOS UNIDOS";"1971";"JARDIM AMÉRICA";"SÃO PAULO";"SP";NA;1427002;"(11) 30670520";"(11) 30670029";"ri@lopes.com.br";"BOLSA";8078847000109
"411";20060;"LUPATECH S/A - EM RECUPERAÇÃO JUDICIAL";"LUPATECH";"Máquinas, Equipamentos, Veículos e Peças";"PJ";"89463822000112";"08/05/2006";"01/08/1980";NA;NA;"ATIVO";"08/05/2006";"EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE";"11/12/2015";"Categoria A";"01/01/2010";"CROWE MACRO AUDITORES INDEPENDENTES SOCIEDADE SIMPLES";22985155000167;"SEDE";"RODOVIA ANHANGUERA, SENTIDO INTERIOR/CAPITAL";"KM 119, PRéDIO C";"DISTRITO INDUSTRIAL";"NOVA ODESSA";"SP";"BRASIL";NA;"(11) 21347000";"(11) 21347095";"ri@lupatech.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"RAFAEL GORENSTEIN";"02/05/2017";"RUA ALCÍADES LOURENÇO DA ROCHA";"167";"BROOKLIN NOVO";"SÃO PAULO";"SP";NA;4571110;"(011) 21347099";"(011) 21347000";"ri@lupatech.com.br";"BOLSA";89463822000112
"412";20338;"M DIAS BRANCO SA IND E COM DE ALIMENTOS";"M DIAS BRANCO SA IND E COM DE ALIMENTOS";"Alimentos";"PJ";"7206816000115";"11/10/2006";"01/01/1961";NA;NA;"ATIVO";"11/10/2006";"FASE OPERACIONAL";"11/10/2006";"Categoria A";"01/01/2010";"PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES";61562112000120;"SEDE";"ROD. BR 116";"KM 18 S/N";"JABUTI";"EUSÉBIO";"CE";"BRASIL";NA;"(085) 40055500";"(085) 40055759";"mdiasbranco@mdiasbranco.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"GUSTAVO LOPES THEODOZIO";"20/11/2019";"ROD. BR. 116 KM 18";NA;"JABUTI";"EUSÉBIO";"CE";NA;61760000;"(85) 40055667";"(85) 40055598";"gustavo.theodozio@mdiasbranco.com.br";"BOLSA";7206816000115
"413";23612;"MAESTRO LOCADORA DE VEÍCULOS S.A.";"MAESTRO LOCADORA DE VEÍCULOS S.A.";"Serviços Transporte e Logística";"PJ";"8795211000170";"26/05/2015";"05/04/2007";NA;NA;"ATIVO";"26/05/2015";"FASE OPERACIONAL";"02/02/2015";"Categoria A";"26/05/2015";"ERNST & YOUNG AUDITORES INDEPENDENTES S/S";61366936000125;"SEDE";"Rua Paulo do Vale, nº 356";"Sala 3, Fundos";"Vila Cercado Grande";"EMBU DAS ARTES";"SP";"BRASIL";NA;"(11) 47850200";"(11) 47852018";"carlos.alves@maestrofrotas.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"CARLOS MIGUEL DE OLIVEIRA MARTINS BORGES ALVES";"27/01/2015";"RUA QUEIROZ FILHO, 1560";"2º ANDAR";"VILA HAMBURGUESA";"SÃO PAULO";"SP";NA;5319000;"(11) 47850200";"(11) 47852018";"carlos.alves@maestrofrotas.com.br";NA;8795211000170
"414";22470;"MAGAZINE LUIZA SA";"MAGAZINE LUIZA SA";"Comércio (Atacado e Varejo)";"PJ";"47960950000121";"28/04/2011";"30/10/1957";NA;NA;"ATIVO";"28/04/2011";"FASE OPERACIONAL";"28/04/2011";"Categoria A";"28/04/2011";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Rua do Comércio, 1924";"-";"Centro";"FRANCA";"SP";"BRASIL";NA;"(16) 37112000";"(11) 37112000";"-";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"ROBERTO BELLÍSSIMO RODRIGUES";"21/02/2011";"RUA AMAZONAS DA SILVA, 27";"1º ANDAR";"VILA GUILHERME";"SÃO PAULO";"SP";NA;2051000;"(11) 35042727";"(11) 35042455";"ri@magazineluiza.com.br";"BOLSA";47960950000121
"415";8575;"MAHLE METAL LEVE S.A.";"MAHLE METAL LEVE";"Máquinas, Equipamentos, Veículos e Peças";"PJ";"60476884000187";"20/07/1977";"22/08/1950";NA;NA;"ATIVO";"20/07/1977";"FASE OPERACIONAL";"20/07/1977";"Categoria A";"01/01/2010";"KPMG AUDITORES INDEPENDENTES";57755217000129;"SEDE";"Av. Ernst MAHLE, 2000";NA;"Mombaça";"MOGI GUAÇU";"SP";"BRASIL";NA;"(19) 38619100";"(19) 38619255";"relacoes.investidores@br.mahle.com";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"SERGIO PANCINI DE SÁ";"28/04/2017";"AV. ERNST MAHLE, 2000";NA;"MOMBAÇA";"MOGI GUAÇU";"SP";NA;13849050;"(19) 38619240";"(19) 38619255";"relacoes.investidores@br.mahle.com";"BOLSA";60476884000187
"416";8397;"MANGELS INDUSTRIAL S.A.";"MANGELS";"Emp. Adm. Part. - Metalurgia e Siderurgia";"PJ";"61065298000102";"28/12/1971";"01/10/1928";NA;NA;"ATIVO";"28/12/1971";"FASE OPERACIONAL";"20/03/2017";"Categoria A";"01/01/2010";"GRANT THORNTON AUDITORES INDEPENDENTES";10830108000165;"SEDE";"Rua José Versolato, 101";"Bl A, Cj 91-92 9ºand";"Centro";"SÃO BERNARDO DO CAMPO";"SP";"BRASIL";NA;"(11) 43411571";NA;"e.kikuchi@mangels.com.br";"DIRETOR DE RELAÇÕES COM INVESTIDORES";"FÁBIO MAZZINI";"11/12/2015";"RUA JOSÉ VERSOLATO, 101";"BL A, CJ 91-92 9ºA";"CENTRO";"SÃO BERNARDO DO CAMPO";"SP";NA;9750730;"(11) 43411571";"(11) 43417658";"p.galvao@mangels.com.br";"BOLSA";61065298000102
